,product_id,material
82,EC-821-X125X-C-1-XC43X,Gold
83,EC-935-X300X-A-0-XB06X,Silicon
84,EC-215-X100X-A-1-XC71X,Silicon
85,EC-215-X150X-A-1-XC71X,Silicon
86,EC-215-X200X-A-1-XB71X,Silicon
87,EC-215-X040X-A-1-XC71X,Silicon
88,EC-216-X032X-A-1-XC41X,Silicon
89,EC-248-X065X-C-1-XC11X,Gold
90,EC-215-X125X-A-1-XC01X,Silicon
91,EC-216-X032X-A-1-XC01X,Silicon
92,EC-215-X050X-C-1-XC31X,Gold
93,EC-215-X125X-C-1-XC01X,Gold
94,EC-215-X025X-C-1-XC32X,Gold
95,EC-216-X050X-C-1-XC32X,Gold
96,EC-215-X125X-A-1-XC02X,Silicon
97,EC-234-X040X-C-1-XC01X,Gold
98,EC-287-X100X-A-1-XC33X,Silicon
99,EC-821-X020X-C-1-XD53X,Gold
100,EC-821-X040X-C-1-XD53X,Gold
101,EC-216-X150X-A-1-XC02X,Silicon
102,EC-234-X065X-A-1-XC01X,Silicon
103,EC-247-X065X-C-1-XC01X,Gold
104,EC-215-X200X-C-1-XC31X,Gold
105,EC-215-X040X-C-1-XC32X,Gold
106,EC-215-X065X-C-1-XC32X,Gold
107,EC-821-X080X-A-1-XC52X,Silicon
108,EC-247-X020X-C-1-XC11X,Gold
109,EC-216-X025X-C-1-XC02X,Gold
110,EC-287-X015X-C-1-XC31X,Gold
111,EC-823-X025X-A-1-XB10X,Silicon
112,EC-272-X032X-A-1-XB16X,Silicon
113,EC-215-X125X-C-1-XC02X,Gold
114,EC-216-X065X-A-1-XC02X,Silicon
115,EC-234-X025X-C-1-XC01X,Gold
116,EC-823-X040X-A-1-XB08X,Silicon
117,EC-234-X125X-C-1-XC01X,Gold
118,EC-821-X025X-C-1-XD53X,Gold
119,EC-821-X050X-C-1-XD53X,Gold
120,EC-234-X050X-C-1-XD01X,Gold
121,EC-215-X080X-A-1-XC41X,Silicon
122,EC-215-X025X-C-1-XC31X,Gold
123,EC-215-X020X-C-1-XC32X,Gold
124,EC-215-X150X-A-1-XC02X,Silicon
125,EC-234-X150X-C-1-XC01X,Gold
126,EC-234-X015X-C-1-XD01X,Gold
127,EC-821-X032X-C-1-XD45X,Gold
128,EC-215-X015X-A-1-XC71X,Silicon
129,EC-216-X032X-C-1-XC31X,Gold
130,EC-215-X100X-A-2-XC02X,Silicon
131,EC-248-X100X-C-1-XC11X,Gold
132,EC-215-X150X-C-1-XC01X,Gold
133,EC-247-X065X-C-1-XC11X,Gold
134,EC-287-X100X-C-1-XC31X,Gold
135,EC-248-X032X-C-1-XC11X,Gold
136,EC-215-X065X-A-1-XC02X,Silicon
137,EC-234-X015X-C-1-XC01X,Gold
138,EC-215-X032X-C-1-XC32X,Gold
139,EC-821-X050X-A-1-XC50X,Silicon
140,EC-823-X032X-A-1-XC04X,Silicon
141,EC-935-X250X-A-1-XB06X,Silicon
142,EC-288-X150X-A-1-XC33X,Silicon
143,EC-215-X050X-A-1-XC78X,Silicon
144,EC-215-X080X-A-1-XC78X,Silicon
145,EC-215-X100X-A-1-XC78X,Silicon
146,EC-215-X200X-A-2-XC71X,Silicon
147,EC-216-X200X-A-1-XC42X,Silicon
148,EC-821-X125X-A-1-XC51X,Silicon
149,EC-215-X150X-A-1-XC78X,Silicon
150,EC-821-X040X-C-1-XD50X,Gold
151,EC-272-X080X-A-2-XB16X,Silicon
152,EC-215-X080X-A-1-XC02X,Silicon
153,EC-216-X050X-A-1-XC02X,Silicon
154,EC-287-X150X-C-1-XC31X,Gold
155,EC-248-X050X-C-1-XC01X,Gold
156,EC-216-X025X-A-1-XC41X,Silicon
157,EC-215-X020X-C-1-XC31X,Gold
158,EC-216-X040X-C-1-XC32X,Gold
159,EC-215-X025X-A-1-XC41X,Silicon
160,EC-215-X032X-A-1-XC41X,Silicon
161,EC-215-X040X-A-1-XC41X,Silicon
162,EC-215-X050X-A-1-XC41X,Silicon
163,EC-215-X020X-A-1-XC42X,Silicon
164,EC-215-X050X-A-1-XC42X,Silicon
165,EC-216-X032X-A-1-XC42X,Silicon
166,EC-216-X065X-C-1-XC31X,Gold
167,EC-215-X032X-C-1-XC31X,Gold
168,EC-215-X100X-A-1-XC02X,Silicon
169,EC-234-X020X-C-1-XD01X,Gold
170,EC-215-X015X-A-1-XC32X,Silicon
171,EC-215-X065X-A-1-XC32X,Silicon
172,EC-821-X025X-A-1-XC50X,Silicon
173,EC-821-X040X-A-1-XC50X,Silicon
174,EC-821-X080X-A-1-XC49X,Silicon
175,EC-287-X050X-C-1-XC31X,Gold
176,EC-247-X032X-C-1-XC01X,Gold
177,EC-215-X040X-A-1-XC01X,Silicon
178,EC-247-X080X-C-1-XC11X,Gold
179,EC-935-X080X-A-2-XB06X,Silicon
180,EC-216-X015X-A-1-XC01X,Silicon
181,EC-215-X065X-C-1-XC01X,Gold
182,EC-215-X080X-C-1-XC02X,Gold
183,EC-216-X080X-C-1-XC02X,Gold
184,EC-215-X015X-A-1-XC02X,Silicon
185,EC-215-X040X-A-1-XC02X,Silicon
186,EC-215-X050X-A-1-XC02X,Silicon
187,EC-215-X065X-A-1-XC72X,Silicon
188,EC-234-X025X-A-1-XC01X,Silicon
189,EC-234-X040X-A-1-XC01X,Silicon
190,EC-234-X080X-A-1-XC01X,Silicon
191,EC-234-X050X-C-1-XC01X,Gold
192,EC-823-X040X-A-1-XB10X,Silicon
193,EC-821-X100X-A-1-XC51X,Silicon
194,EC-821-X065X-C-1-XD52X,Gold
195,EC-216-X050X-A-1-XC41X,Silicon
196,EC-215-X032X-A-1-XC02X,Silicon
197,EC-215-X040X-A-1-XC42X,Silicon
198,EC-215-X032X-A-1-XC31X,Silicon
199,EC-215-X025X-A-1-XC31X,Silicon
200,EC-215-X080X-A-1-XC31X,Silicon
201,EC-821-X150X-A-1-XC43X,Silicon
202,EC-215-X015X-C-1-XC31X,Gold
203,EC-287-X025X-C-1-XC31X,Gold
204,EC-821-X065X-A-1-XC49X,Silicon
205,EC-215-X050X-A-1-XC01X,Silicon
206,EC-823-X020X-A-1-XB10X,Silicon
207,EC-216-X200X-C-1-XC32X,Gold
208,EC-216-X100X-A-1-XC02X,Silicon
209,EC-215-X025X-A-1-XC01X,Silicon
210,EC-215-X032X-A-1-XC01X,Silicon
211,EC-215-X050X-C-1-XC32X,Gold
212,EC-215-X100X-C-1-XC32X,Gold
213,EC-216-X100X-C-1-XC32X,Gold
214,EC-216-X025X-A-1-XC02X,Silicon
215,EC-216-X025X-A-1-XC32X,Silicon
216,EC-821-X100X-A-1-XC43X,Silicon
217,EC-247-X025X-C-1-XC11X,Gold
218,EC-248-X025X-C-1-XC11X,Gold
219,EC-288-X065X-A-1-XC33X,Silicon
220,EC-216-X200X-A-1-XC05X,Silicon
221,EC-216-X065X-A-2-XC02X,Silicon
222,EC-234-X080X-C-1-XC01X,Gold
223,EC-215-X020X-A-1-XC01X,Silicon
224,EC-215-X125X-A-1-XC32X,Silicon
225,EC-247-X015X-C-1-XC11X,Gold
226,EC-216-X040X-A-1-XC32X,Silicon
227,EC-821-X025X-A-1-XC53X,Silicon
228,EC-248-X050X-C-1-XC11X,Gold
229,EC-234-X025X-C-1-XD01X,Gold
230,EC-234-X125X-A-1-XC01X,Silicon
231,EC-821-X300X-A-1-XC43X,Silicon
232,EC-447-X040X-A-2-XC72X,Silicon
233,EC-447-X050X-A-2-XC72X,Silicon
234,EC-447-X065X-A-2-XC72X,Silicon
235,EC-447-X080X-A-2-XC72X,Silicon
236,EC-447-X200X-A-1-XC72X,Silicon
237,EC-288-X050X-A-1-XC33X,Silicon
238,EC-216-X065X-C-1-XC02X,Gold
239,EC-215-X200X-C-1-XC32X,Gold
240,EC-216-X150X-C-1-XC32X,Gold
241,EC-288-X040X-A-1-XC33X,Silicon
242,EC-216-X025X-C-1-XC01X,Gold
243,EC-216-X020X-C-1-XC31X,Gold
244,EC-247-X100X-C-1-XC01X,Gold
245,EC-216-X080X-C-1-XC32X,Gold
246,EC-287-X050X-A-1-XC33X,Silicon
247,EC-821-X125X-A-1-XC43X,Silicon
248,EC-215-X015X-A-1-XC01X,Silicon
249,EC-821-X100X-C-1-XD51X,Gold
250,EC-821-X100X-C-1-XD43X,Gold
251,EC-215-X080X-C-1-XC31X,Gold
252,EC-215-X020X-C-1-XC02X,Gold
253,EC-247-X025X-C-1-XC01X,Gold
254,EC-216-X065X-C-2-XC32X,Gold
255,EC-247-X050X-C-1-XC11X,Gold
256,EC-215-X040X-C-1-XC31X,Gold
257,EC-215-X015X-C-1-XC01X,Gold
258,EC-215-X040X-C-1-XC02X,Gold
259,EC-216-X200X-C-1-XC05X,Gold
260,EC-216-X065X-C-1-XC32X,Gold
261,EC-215-X065X-A-1-XC42X,Silicon
262,EC-821-X065X-A-1-XC52X,Silicon
263,EC-216-X032X-A-1-XC31X,Silicon
264,EC-216-X200X-A-1-XA32X,Silicon
265,EC-215-X150X-C-1-XC02X,Gold
266,EC-215-X065X-A-1-XC41X,Silicon
267,EC-287-X150X-A-1-XC33X,Silicon
268,EC-248-X025X-C-1-XC01X,Gold
269,EC-248-X080X-C-1-XC11X,Gold
270,EC-215-X065X-A-2-XC42X,Silicon
271,EC-216-X100X-A-1-XC31X,Silicon
272,EC-215-X025X-C-1-XD01X,Gold
273,EC-215-X040X-C-1-XD01X,Gold
274,EC-215-X050X-C-1-XD01X,Gold
275,EC-288-X040X-A-1-XC31X,Silicon
276,EC-216-X080X-A-1-XC41X,Silicon
277,EC-447-X300X-A-3-XC72X,Silicon
278,EC-215-X015X-C-1-XD01X,Gold
279,EC-215-X020X-C-1-XD01X,Gold
280,EC-935-X050X-A-2-XB06X,Silicon
281,EC-821-X025X-C-1-XD50X,Gold
282,EC-247-X040X-C-1-XC11X,Gold
283,EC-215-X100X-C-1-XC31X,Gold
284,EC-215-X080X-C-1-XC32X,Gold
285,EC-287-X125X-A-1-XC33X,Silicon
286,EC-216-X025X-A-1-XC31X,Silicon
287,EC-215-X125X-C-1-XC32X,Gold
288,EC-216-X020X-A-1-XC01X,Silicon
289,EC-821-X015X-C-1-XD53X,Gold
290,EC-234-X100X-C-1-XC01X,Gold
291,EC-821-X015X-A-1-XC50X,Silicon
292,EC-216-X080X-A-1-XC32X,Silicon
293,EC-821-X050X-C-2-XD45X,Gold
294,EC-215-X065X-C-1-XC02X,Gold
295,EC-234-X032X-C-1-XD01X,Gold
296,EC-216-X025X-C-1-XC32X,Gold
297,EC-234-X032X-C-1-XC01X,Gold
298,EC-821-X100X-C-2-XD49X,Gold
299,EC-288-X125X-A-1-XC33X,Silicon
300,EC-288-X080X-A-1-XC31X,Silicon
301,EC-215-X125X-C-1-XC31X,Gold
302,EC-247-X200X-C-1-XB11X,Gold
303,EC-215-X200X-A-1-XC71X,Silicon
304,EC-234-X032X-A-1-XC01X,Silicon
305,EC-216-X040X-C-1-XC31X,Gold
306,EC-215-X025X-A-1-XC71X,Silicon
307,EC-248-X020X-C-1-XC11X,Gold
308,EC-215-X025X-C-1-XC01X,Gold
309,EC-215-X100X-C-1-XC01X,Gold
310,EC-234-X020X-C-1-XC01X,Gold
311,EC-821-X200X-A-1-XC43X,Silicon
312,EC-821-X032X-A-1-XC50X,Silicon
313,EC-215-X200X-C-1-XC04X,Gold
314,EC-287-X040X-A-1-XC33X,Silicon
315,EC-234-X015X-A-1-XC01X,Silicon
316,EC-823-X025X-A-2-XB05X,Silicon
317,EC-821-X020X-A-1-XC53X,Silicon
318,EC-216-X100X-A-1-XC32X,Silicon
319,EC-288-X150X-A-1-XC31X,Silicon
320,EC-234-X200X-C-1-XC04X,Gold
321,EC-216-X050X-A-1-XC71X,Silicon
322,EC-216-X150X-A-1-XC41X,Silicon
323,EC-447-X100X-A-2-XC72X,Silicon
324,EC-821-X032X-A-1-XC53X,Silicon
325,EC-821-X020X-A-1-XC50X,Silicon
326,EC-216-X040X-A-1-XC01X,Silicon
327,EC-215-X020X-A-1-XC02X,Silicon
328,EC-234-X200X-A-2-XC04X,Silicon
329,EC-216-X150X-C-1-XC02X,Gold
330,EC-247-X080X-C-1-XC01X,Gold
331,EC-216-X150X-A-1-XC32X,Silicon
332,EC-215-X200X-A-1-XC42X,Silicon
333,EC-216-X300X-A-1-XB05X,Silicon
334,EC-247-X020X-C-1-XC01X,Gold
335,EC-215-X125X-A-1-XC71X,Silicon
336,EC-215-X125X-A-1-XC72X,Silicon
337,EC-215-X100X-A-1-XC72X,Silicon
338,EC-215-X015X-A-1-XC42X,Silicon
339,EC-215-X025X-A-1-XC42X,Silicon
340,EC-215-X125X-A-1-XC31X,Silicon
341,EC-216-X125X-A-1-XC31X,Silicon
342,EC-215-X065X-A-1-XC31X,Silicon
343,EC-215-X040X-A-1-XC31X,Silicon
344,EC-215-X020X-A-1-XC71X,Silicon
345,EC-821-X150X-A-1-XC51X,Silicon
346,EC-215-X100X-A-1-XC32X,Silicon
347,EC-215-X050X-A-1-XC72X,Silicon
348,EC-247-X032X-C-1-XC11X,Gold
349,EC-215-X025X-A-1-XC02X,Silicon
350,EC-234-X125X-C-1-XD01X,Gold
351,EC-821-X125X-C-1-XD51X,Gold
352,EC-821-X050X-A-1-XC53X,Silicon
353,EC-821-X040X-A-1-XC53X,Silicon
354,EC-821-X125X-A-2-XC43X,Silicon
355,EC-821-X040X-A-2-XC50X,Silicon
356,EC-821-X150X-A-2-XC43X,Silicon
357,EC-821-X050X-A-2-XC50X,Silicon
358,EC-216-X020X-A-1-XC31X,Silicon
359,EC-234-X065X-C-1-XC01X,Gold
360,EC-215-X015X-C-1-XC32X,Gold
361,EC-248-X015X-C-1-XC11X,Gold
362,EC-215-X125X-A-1-XC41X,Silicon
363,EC-215-X015X-A-2-XC01X,Silicon
364,EC-215-X015X-A-2-XC71X,Silicon
365,EC-234-X100X-A-1-XC01X,Silicon
366,EC-216-X025X-A-1-XC01X,Silicon
367,EC-247-X100X-C-1-XC11X,Gold
368,EC-215-X050X-A-1-XC32X,Silicon
369,EC-215-X080X-A-1-XC32X,Silicon
370,EC-216-X032X-A-1-XC32X,Silicon
371,EC-216-X050X-A-1-XC32X,Silicon
372,EC-216-X065X-A-1-XC32X,Silicon
373,EC-216-X200X-A-1-XC32X,Silicon
374,EC-215-X100X-A-1-XC31X,Silicon
375,EC-216-X050X-A-1-XC31X,Silicon
376,EC-215-X040X-A-1-XC32X,Silicon
377,EC-215-X025X-A-1-XC32X,Silicon
378,EC-216-X040X-C-1-XC02X,Gold
379,EC-215-X025X-A-1-XC72X,Silicon
380,EC-215-X020X-A-1-XC31X,Silicon
381,EC-215-X050X-A-1-XC31X,Silicon
382,EC-216-X040X-A-1-XC31X,Silicon
383,EC-935-X150X-A-1-XB06X,Silicon
384,EC-247-X015X-C-1-XC01X,Gold
385,EC-215-X025X-C-1-XC02X,Gold
386,EC-821-X080X-C-1-XD52X,Gold
387,EC-272-X100X-A-1-XB16X,Silicon
388,EC-215-X300X-A-1-XC04X,Silicon
389,EC-821-X020X-C-1-XD50X,Gold
390,EC-215-X020X-A-1-XC32X,Silicon
391,EC-247-X040X-C-1-XC01X,Gold
392,EC-287-X020X-A-1-XC33X,Silicon
393,EC-216-X050X-A-1-XC01X,Silicon
394,EC-215-X040X-C-1-XC01X,Gold
395,EC-821-X250X-A-1-XC43X,Silicon
396,EC-821-X150X-C-1-XD51X,Gold
397,EC-215-X032X-A-1-XC71X,Silicon
398,EC-215-X200X-A-1-XC04X,Silicon
399,EC-216-X300X-A-1-XB42X,Silicon
400,EC-821-X100X-A-1-XC50X,Silicon
401,EC-234-X065X-C-1-XD01X,Gold
402,EC-216-X080X-A-1-XC02X,Silicon
403,EC-235-X080X-C-1-XC01X,Gold
404,EC-215-X100X-A-1-XC42X,Silicon
405,EC-216-X040X-A-1-XC71X,Silicon
406,EC-215-X020X-C-1-XC01X,Gold
407,EC-216-X015X-C-1-XC32X,Gold
408,EC-216-X020X-C-1-XC32X,Gold
409,EC-215-X015X-A-1-XC31X,Silicon
410,EC-215-X050X-C-1-XC01X,Gold
411,EC-215-X125X-A-1-XC42X,Silicon
412,EC-216-X025X-A-1-XC42X,Silicon
413,EC-216-X100X-C-1-XC02X,Gold
414,EC-215-X080X-C-1-XC52X,Gold
415,EC-215-X065X-C-1-XC22X,Gold
416,EC-215-X050X-C-1-XC52X,Gold
417,EC-216-X080X-C-1-XC22X,Gold
418,EC-215-X020X-C-1-XC52X,Gold
419,EC-216-X020X-C-1-XC22X,Gold
420,EC-215-X100X-C-1-XC22X,Gold
421,EC-216-X200X-C-1-XC52X,Gold
422,EC-215-X200X-C-1-XC24X,Gold
423,EC-216-X020X-C-1-XC52X,Gold
424,EC-216-X150X-C-1-XC52X,Gold
425,EC-215-X150X-C-1-XC52X,Gold
426,EC-216-X080X-C-1-XC52X,Gold
427,EC-215-X050X-C-1-XC22X,Gold
428,EC-215-X040X-C-1-XC22X,Gold
429,EC-287-X200X-C-1-XB31X,Gold
430,EC-821-X080X-C-1-XD49X,Gold
431,EC-272-X050X-A-1-XB16X,Silicon
432,EC-215-X150X-A-1-XC32X,Silicon
433,EC-215-X150X-A-1-XC31X,Silicon
434,EC-216-X080X-A-1-XC31X,Silicon
435,EC-215-X032X-A-1-XC32X,Silicon
436,EC-215-X200X-A-1-XC05X,Silicon
437,EC-288-X032X-A-1-XC33X,Silicon
438,EC-288-X100X-A-1-XC33X,Silicon
439,EC-215-X100X-C-1-XC02X,Gold
440,EC-823-X050X-A-1-XB10X,Silicon
441,EC-235-X015X-C-1-XC01X,Gold
442,EC-821-X015X-A-1-XC53X,Silicon
443,EC-215-X020X-A-1-XC73X,Silicon
444,EC-216-X032X-C-1-XC32X,Gold
445,EC-272-X080X-A-1-XB16X,Silicon
446,EC-287-X040X-C-1-XC31X,Gold
447,EC-216-X250X-A-1-XC31X,Silicon
448,EC-216-X100X-A-1-XC41X,Silicon
449,EC-215-X150X-A-1-XC72X,Silicon
450,EC-216-X250X-A-1-XB42X,Silicon
451,EC-216-X200X-C-1-XB05X,Gold
452,EC-288-X065X-A-1-XC31X,Silicon
453,EC-288-X100X-A-1-XC31X,Silicon
454,EC-821-X050X-C-1-XD45X,Gold
455,EC-247-X050X-C-1-XC01X,Gold
456,EC-215-X080X-A-1-XC71X,Silicon
457,EC-234-X050X-A-1-XC01X,Silicon
458,EC-821-X032X-C-1-XD53X,Gold
459,EC-821-X032X-C-1-XD50X,Gold
460,EC-216-X150X-C-2-XC31X,Gold
461,EC-215-X100X-A-1-XC41X,Silicon
462,EC-216-X200X-C-1-XB32X,Gold
463,EC-216-X100X-A-1-XC42X,Silicon
464,EC-821-X250X-A-1-XC51X,Silicon
465,EC-235-X025X-C-1-XC01X,Gold
466,EC-215-X050X-C-1-XC02X,Gold
467,EC-821-X040X-C-1-XD43X,Gold
468,EC-216-X020X-A-1-XC02X,Silicon
469,EC-823-X015X-A-1-XB10X,Silicon
470,EC-288-X050X-A-1-XC31X,Silicon
471,EC-234-X020X-A-1-XC01X,Silicon
472,EC-215-X250X-A-1-XC42X,Silicon
473,EC-216-X020X-C-2-XC32X,Gold
474,EC-287-X025X-A-1-XC33X,Silicon
475,EC-215-X065X-A-2-XC02X,Silicon
476,EC-215-X065X-C-1-XC31X,Gold
477,EC-234-X015X-C-2-XC01X,Gold
478,EC-823-X025X-A-2-XB10X,Silicon
479,EC-287-X080X-A-1-XC33X,Silicon
480,EC-216-X065X-A-1-XC31X,Silicon
481,EC-216-X065X-C-1-XC01X,Gold
482,EC-216-X050X-C-1-XC31X,Gold
483,EC-216-X125X-A-1-XC32X,Silicon
484,EC-287-X032X-A-1-XC33X,Silicon
485,EC-216-X025X-A-1-XC71X,Silicon
486,EC-234-X080X-C-1-XD01X,Gold
487,EC-235-X125X-A-1-XC01X,Silicon
488,EC-821-X100X-C-2-XD51X,Gold
489,EC-216-X200X-A-1-XB71X,Silicon
490,EC-234-X100X-C-1-XD01X,Gold
491,EC-215-X080X-C-1-XC71X,Gold
492,EC-287-X032X-C-1-XC31X,Gold
493,EC-823-X080X-A-1-XB09X,Silicon
494,EC-216-X125X-C-1-XC02X,Gold
495,EC-215-X200X-C-2-XC05X,Gold
496,EC-274-X050X-A-1-XB16X,Silicon
497,EC-821-X150X-C-1-XC50X,Gold
498,EC-216-X200X-A-1-XB32X,Silicon
499,EC-235-X050X-C-1-XC01X,Gold
500,EC-216-X150X-A-1-XC31X,Silicon
501,EC-821-X032X-A-1-XC45X,Silicon
502,EC-821-X050X-A-1-XC45X,Silicon
503,EC-821-X100X-A-1-XC45X,Silicon
504,EC-215-X200X-C-1-XB32X,Gold
505,EC-248-X040X-C-1-XC11X,Gold
506,EC-272-X150X-A-1-XB16X,Silicon
507,EC-935-X065X-A-1-XB06X,Silicon
508,EC-248-X150X-C-1-XC11X,Gold
509,EC-821-X200X-C-1-XD59X,Gold
510,EC-215-X125X-C-2-XC32X,Gold
511,EC-216-X050X-C-1-XC02X,Gold
512,EC-274-X080X-A-1-XB16X,Silicon
513,EC-274-X100X-A-1-XB16X,Silicon
514,EC-274-X125X-A-1-XB16X,Silicon
515,EC-216-X125X-A-1-XC71X,Silicon
516,EC-235-X015X-A-1-XC01X,Silicon
517,EC-235-X020X-A-1-XC01X,Silicon
518,EC-235-X020X-C-1-XC01X,Gold
519,EC-215-X200X-A-1-XC31X,Silicon
520,EC-821-X080X-C-2-XD48X,Gold
521,EC-823-X032X-A-1-XB10X,Silicon
522,EC-216-X250X-A-1-XB04X,Silicon
523,EC-216-X200X-A-1-XB04X,Silicon
524,EC-821-X050X-C-2-XD48X,Gold
525,EC-821-X015X-C-1-XD50X,Gold
526,EC-216-X250X-A-1-XB32X,Silicon
527,EC-215-X080X-C-1-XC01X,Gold
528,EC-447-X050X-A-1-XC72X,Silicon
529,EC-287-X200X-A-1-XC33X,Silicon
530,EC-248-X015X-C-1-XC01X,Gold
531,EC-215-X032X-C-1-XC02X,Gold
532,EC-935-X125X-A-1-XB06X,Silicon
533,EC-216-X125X-C-1-XC32X,Gold
534,EC-248-X065X-C-1-XC01X,Gold
535,EC-216-X015X-C-1-XC02X,Gold
536,EC-216-X020X-C-1-XC02X,Gold
537,EC-821-X050X-C-1-XD50X,Gold
538,EC-821-X400X-A-1-XC43X,Silicon
539,EC-216-X200X-C-2-XC05X,Gold
540,EC-216-X050X-C-2-XC02X,Gold
541,EC-821-X065X-A-1-XC45X,Silicon
542,EC-247-X065X-C-3-XC11X,Gold
543,EC-215-X200X-C-1-XC05X,Gold
544,EC-215-X080X-C-2-XC32X,Gold
545,EC-215-X050X-C-2-XC02X,Gold
546,EC-215-X065X-C-2-XC32X,Gold
547,EC-302-X080X-A-7-XC01X,Silicon
548,EC-821-X200X-A-1-XC51X,Silicon
549,EC-447-X250X-A-1-XC72X,Silicon
550,EC-248-X032X-C-1-XC01X,Gold
551,EC-215-X040X-A-1-XC72X,Silicon
552,EC-215-X150X-A-1-XC42X,Silicon
553,EC-216-X065X-A-1-XC42X,Silicon
554,EC-215-X080X-A-1-XC42X,Silicon
555,EC-216-X032X-A-1-XC02X,Silicon
556,EC-215-X200X-C-2-XC32X,Gold
557,EC-247-X200X-C-2-XB11X,Gold
558,EC-215-X200X-A-1-XB05X,Silicon
559,EC-215-X015X-A-1-XC41X,Silicon
560,EC-216-X040X-A-1-XC41X,Silicon
561,EC-215-X032X-A-1-XC42X,Silicon
562,EC-216-X040X-A-1-XC42X,Silicon
563,EC-216-X050X-A-1-XC42X,Silicon
564,EC-216-X150X-A-1-XC42X,Silicon
565,EC-935-X200X-A-1-XB06X,Silicon
566,EC-272-X025X-A-1-XB16X,Silicon
567,EC-235-X150X-A-1-XC01X,Silicon
